pathogen,type,target,human.target,domestic.target,wild.target,livestock.target,companion.target,transmission,direct,indirect,vector,trophic,vector.id,fleas,ticks,mosquitoes,flies,vector.req,region,region.standard,n.america,s.america,europe,asia,africa,oceania,worldwide,environment.reservoir,domestic.reservoir,wild.reservoir,livestock.reservoir,companion.reservoir,reservoir.type,single,multiple,complex,taxon,mammal,environment.1,mollusk,arthropod,fish,amphibian,bird,annelid,helminth,reptile,orders,artiodactyla,carnivora,rodentia,perissodactyla,primates,cetacea,soricomorpha,chiroptera,cingulata,didelphimorphia,diprotodontia,erinaceomorpha,hyracoidea,lagomorpha,pilosa,cef,confidence,reservoir,species,MSW05_Order,MSW05_Family,MSW05_Genus,MSW05_Species,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m 
Rickettsia typhi,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,1,0,1,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"rats (Rattus rattus, Rattus norvegicus), cats (Felis catus), dogs (Canis lupus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Rickettsia typhi,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,1,0,1,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"rats (Rattus rattus, Rattus norvegicus), cats (Felis catus), dogs (Canis lupus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Rinderpest virus,virus,"wild bovids, cervids, giraffe",0,0,1,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Africa,AF,0,0,0,0,1,0,0,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,high,cattle (Bos taurus),Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Rodentolepis microstoma,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), golden hamsters (Mesocricetus auratus)",Mus musculus,Rodentia,Muridae,Mus,musculus,19.3,64.71,19.6,30,5.54,4.5,1.06,21.5,10,72
Rodentolepis microstoma,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), golden hamsters (Mesocricetus auratus)",Mesocricetus auratus,Rodentia,Cricetidae,Mesocricetus,auratus,98.6,50.97,15.49,26.88565979,8.79,4,2.35,18.65,22.93,120
Rodentolepis nana,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), rats (Rattus rattus, Rattus norvegicus), Mongolian gerbil (Meriones unguiculatus), Persian jird (Meriones persicus), great gerbil (Rhombomys opimus)",Mus musculus,Rodentia,Muridae,Mus,musculus,19.3,64.71,19.6,30,5.54,4.5,1.06,21.5,10,72
Rodentolepis nana,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), rats (Rattus rattus, Rattus norvegicus), Mongolian gerbil (Meriones unguiculatus), Persian jird (Meriones persicus), great gerbil (Rhombomys opimus)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Rodentolepis nana,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), rats (Rattus rattus, Rattus norvegicus), Mongolian gerbil (Meriones unguiculatus), Persian jird (Meriones persicus), great gerbil (Rhombomys opimus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
Rodentolepis nana,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), rats (Rattus rattus, Rattus norvegicus), Mongolian gerbil (Meriones unguiculatus), Persian jird (Meriones persicus), great gerbil (Rhombomys opimus)",Meriones unguiculatus,Rodentia,Muridae,Meriones,unguiculatus,57.75,56.5,25.09,46,5.01,3,2.85,23.95,13.24,24
Rodentolepis nana,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), rats (Rattus rattus, Rattus norvegicus), Mongolian gerbil (Meriones unguiculatus), Persian jird (Meriones persicus), great gerbil (Rhombomys opimus)",Meriones persicus,Rodentia,Muridae,Meriones,persicus,107.52,66.01680082,28,41.57526005,5.83,3.458835919,4.99,19,26.27045291,72
Rodentolepis nana,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"confused flour beetle (Tribolium confusum) + house mice (Mus musculus), rats (Rattus rattus, Rattus norvegicus), Mongolian gerbil (Meriones unguiculatus), Persian jird (Meriones persicus), great gerbil (Rhombomys opimus)",Rhombomys opimus,Rodentia,Muridae,Rhombomys,opimus,285,108.27,27.5,47.25652297,4.59,3.25,4.75,23.15,52.21534169,48
Ross River virus,virus,humans,1,0,0,0,0,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,Australia,AU,0,0,0,0,0,1,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Diprotodontia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,medium,"western grey kangaroos (Macropus fuliginosus), agile wallabies (Macropus agilis), common brushtail possums (Trichosurus vulpecula)",Macropus fuliginosus,Diprotodontia,Macropodidae,Macropus,fuliginosus,25564.7,708.84,30.8,372.02,1,1,0.86,518.67,7778.17,240
Ross River virus,virus,humans,1,0,0,0,0,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,Australia,AU,0,0,0,0,0,1,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Diprotodontia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,medium,"western grey kangaroos (Macropus fuliginosus), agile wallabies (Macropus agilis), common brushtail possums (Trichosurus vulpecula)",Macropus agilis,Diprotodontia,Macropodidae,Macropus,agilis,11815.75,404.77,30.51,217,1.01,1.8,0.63,321.74,2286.7,144
Ross River virus,virus,humans,1,0,0,0,0,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,Australia,AU,0,0,0,0,0,1,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Diprotodontia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,medium,"western grey kangaroos (Macropus fuliginosus), agile wallabies (Macropus agilis), common brushtail possums (Trichosurus vulpecula)",Trichosurus vulpecula,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,2685.39,420.91,17.5,273.87,1.02,1.5,0.2,191.59,675.27,176.4
Saaremaa virus,virus,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,striped field mice (Apodemus agrarius),Apodemus agrarius,Rodentia,Muridae,Apodemus,agrarius,21.11,76.04,19.89,19.5,5.64,3.5,1.8,27,10.19393906,48
Salmonella enterica serovar Choleraesuis,bacteria,humans,1,0,0,0,0,"T, DC",1,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,high,pigs (Sus scrofa),Sus scrofa,Artiodactyla,Suidae,Sus,scrofa,84471.54,350.76,115.2,230,4.52,1.5,807.77,97.88,6469.99,252
Salmonella enterica serovar Dublin,bacteria,humans,1,0,0,0,0,"T, DC",1,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,high,cattle (Bos taurus),Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Salmonella enterica serovar Typhimurium,bacteria,"humans, dogs",1,1,0,0,1,"T, DC",1,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,1,1,0,multiple species,0,1,0,"mammal, bird",1,0,0,0,0,0,1,0,0,0,"Rodentia, Artiodactyla",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,high,"rodents (Order Rodentia), chickens (Gallus gallus domesticus), pigs (Sus scrofa), cattle (Bos taurus), sheep (Ovis aries)",Sus scrofa,Artiodactyla,Suidae,Sus,scrofa,84471.54,350.76,115.2,230,4.52,1.5,807.77,97.88,6469.99,252
Salmonella enterica serovar Typhimurium,bacteria,"humans, dogs",1,1,0,0,1,"T, DC",1,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,1,1,0,multiple species,0,1,0,"mammal, bird",1,0,0,0,0,0,1,0,0,0,"Rodentia, Artiodactyla",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,high,"rodents (Order Rodentia), chickens (Gallus gallus domesticus), pigs (Sus scrofa), cattle (Bos taurus), sheep (Ovis aries)",Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Salmonella enterica serovar Typhimurium,bacteria,"humans, dogs",1,1,0,0,1,"T, DC",1,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,1,1,0,multiple species,0,1,0,"mammal, bird",1,0,0,0,0,0,1,0,0,0,"Rodentia, Artiodactyla",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,high,"rodents (Order Rodentia), chickens (Gallus gallus domesticus), pigs (Sus scrofa), cattle (Bos taurus), sheep (Ovis aries)",Ovis aries,Artiodactyla,Bovidae,Ovis,aries,39097.89,831.62,152.54,365,1.19,1,2376.24,182.5,17500,230.04
Sarcoptes scabiei,arthropod,cheetahs,0,0,1,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,Africa,AF,0,0,0,0,1,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,high,Thomson's gazelles (Eudorcas thomsonii),Eudorcas thomsonii,Artiodactyla,Bovidae,Eudorcas,thomsonii,22907.43,418.38,166.14,193.9,1,1.5,2500,93.25,7688.904791,182.04
Sarcoptes scabiei,arthropod,deer,0,0,1,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,high,chamois (Rupicapra rupicapra),Rupicapra rupicapra,Artiodactyla,Bovidae,Rupicapra,rupicapra,33266.35,642.64,178.32,365,1,1,2250,76.04,13506.8429,264
Sarcoptes scabiei,arthropod,"Spanish ibex, chamois",0,0,1,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,medium,goats (Capra hircus),Capra hircus,Artiodactyla,Bovidae,Capra,hircus,47386.47,498.97,156,365,1.45,1,2136.11,158.04,15163.69761,249.6
Sarcoptes scabiei var. canis,arthropod,humans,1,0,0,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,medium,dogs (Canis lupus),Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Schistosoma japonicum,helminth,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,1,0,complex,0,0,1,"environment, mollusk, mammal",1,1,1,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,high,environment + snails (Oncomelania spp.) + cattle (Bos taurus),Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Schistosoma mekongi,helminth,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,1,1,complex,0,0,1,"environment, mollusk, mammal",1,1,1,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U,high,"environment + snails (Neotricula aperta) + pigs (Sus scrofa), dogs (Canis lupus)",Sus scrofa,Artiodactyla,Suidae,Sus,scrofa,84471.54,350.76,115.2,230,4.52,1.5,807.77,97.88,6469.99,252
Schistosoma mekongi,helminth,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,1,1,complex,0,0,1,"environment, mollusk, mammal",1,1,1,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U,high,"environment + snails (Neotricula aperta) + pigs (Sus scrofa), dogs (Canis lupus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Seoul virus,virus,humans,1,0,0,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rats (Rattus norvegicus, Rattus losea, Rattus rattus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
Seoul virus,virus,humans,1,0,0,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rats (Rattus norvegicus, Rattus losea, Rattus rattus)",Rattus losea,Rodentia,Muridae,Rattus,losea,104.63,72.14709029,22.79709102,34.53125171,6.215405869,3.34138984,3.913494011,25.17118594,25.16781039,44.94192868
Seoul virus,virus,humans,1,0,0,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rats (Rattus norvegicus, Rattus losea, Rattus rattus)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Severe acute respiratory syndrome coronavirus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Chiroptera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,E,high,horseshoe bats (Rhinolophus sinicus),Rhinolophus sinicus,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,12,415.8805137,99.53353781,191.1384925,0.993109678,1.769829376,2.818562665,55.13226125,8.274548954,125.7281821
Sheeppox virus,virus,goats,0,1,0,1,0,DC,1,0,0,0,none,0,0,0,0,NA,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C or E,high,sheep (Ovis aries),Ovis aries,Artiodactyla,Bovidae,Ovis,aries,39097.89,831.62,152.54,365,1.19,1,2376.24,182.5,17500,230.04
Sin Nombre virus,virus,humans,1,0,0,0,0,"DC, IC",1,1,0,0,none,0,0,0,0,NA,western North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,deer mice (Peromyscus maniculatus),Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus,19.98,48.05,26.68,27.14,4.76,2.6,1.73,22.49,8.8,99.6
Snowshoe hare virus,virus,"humans, horses",1,1,0,1,0,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Lagomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,medium,snowshoe hares (Lepus americanus),Lepus americanus,Lagomorpha,Leporidae,Lepus,americanus,1568.42,210.95,36.57,37,3.54,2.5,67.84,22.98,440.9,96
Sparganum proliferum,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Sparganum proliferum,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Spirillum minus,helminth,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rats (Rattus rattus, Rattus norvegicus)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Spirillum minus,helminth,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rats (Rattus rattus, Rattus norvegicus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
Spirometra erinacei,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Spirometra erinacei,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Spirometra mansoni,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Spirometra mansoni,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Spirometra mansonoides,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Spirometra mansonoides,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Spirometra ranarum,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Spirometra ranarum,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, arthropod, reptile, amphibian, fish, mammal",1,1,0,1,1,1,0,0,0,1,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A or B,medium,"environment + copepods + reptiles, amphibians, fish + dogs (Canis lupus), cats (Felis catus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Squirrel pox virus,virus,red squirrels,0,0,1,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E or F,high,grey squirrels (Sciurus carolinensis),Sciurus carolinensis,Rodentia,Sciuridae,Sciurus,carolinensis,545.4,337.88,44.79,126.0641843,2.98,2,15.17,69.47,200,288
Streptobacillus moniliformis,bacteria,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rats (Rattus rattus, Rattus norvegicus)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Streptobacillus moniliformis,bacteria,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rats (Rattus rattus, Rattus norvegicus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
