Host,Endangered,Decreasing,DataDeficient,Citations,NVirion,NZoon,
presbytis mitrata,0,1,0,0,0,0,
presbytis natunae,0,1,0,0,0,0,
presbytis potenziani,1,1,0,0.477121255,0,0,
presbytis rubicunda,0,1,0,1.204119983,0,0,
presbytis sabana,1,1,0,0,0,0,
presbytis siamensis,0,1,0,0,0,0,
presbytis siberu,1,1,0,0,0,0,
presbytis sumatranus,1,1,0,0,0,0,
presbytis thomasi,0,1,0,1.079181246,0,0,
priodontes maximus,0,1,0,1.113943352,0,0,
prionailurus bengalensis,0,0,0,1.875061263,0.95542425,0.30103,
prionailurus planiceps,1,1,0,0.77815125,0.30103,0,
prionailurus rubiginosus,0,1,0,0.301029996,0,0,
prionailurus viverrinus,0,1,0,1.278753601,0.30103,0,
prionodon linsang,0,1,0,0.602059991,0.30103,0,
prionodon pardicolor,0,1,0,0.301029996,0,0,
prionomys batesi,0,0,1,0,0,0,
procapra gutturosa,0,0,0,1.322219295,0.30103,0.30103,
procapra picticaudata,0,1,0,1.230448921,0,0,
procapra przewalskii,1,0,0,1.176091259,0.30103,0.30103,
procavia capensis,0,0,0,2.029383778,0,0,
procolobus verus,0,1,0,1,0.30103,0.30103,
procyon cancrivorus,0,1,0,1.361727836,0.30103,0.30103,
procyon lotor,0,0,0,2.875639937,1.447158,1.3222193,
procyon pygmaeus,1,1,0,0,0,0,
proechimys brevicauda,0,0,0,0,0,0,
proechimys canicollis,0,0,0,0.602059991,0,0,
proechimys chrysaeolus,0,0,1,0,0,0,
proechimys cuvieri,0,0,0,0.698970004,0.30103,0.30103,
proechimys decumanus,0,1,0,0,0,0,
proechimys echinothrix,0,0,0,0,0,0,
proechimys gardneri,0,0,1,0.301029996,0,0,
proechimys goeldii,0,0,0,0.477121255,0,0,
proechimys guairae,0,0,0,0.903089987,0.4771213,0.30103,
proechimys guyannensis,0,0,0,1.322219295,1.255273,1.1760913,
proechimys hoplomyoides,0,0,1,0,0,0,
proechimys kulinae,0,0,1,0,0,0,
proechimys longicaudatus,0,0,0,0.477121255,0.30103,0.30103,
proechimys mincae,0,0,1,0,0,0,
proechimys oconnelli,0,0,1,0,0,0,
proechimys pattoni,0,0,0,0,0,0,
proechimys quadruplicatus,0,0,0,0.301029996,0,0,
proechimys roberti,0,0,0,0.477121255,0,0,
proechimys semispinosus,0,0,0,1.113943352,0.95542425,0.95542425,
proechimys simonsi,0,0,0,0.477121255,0,0,
proechimys steerei,0,0,0,0.301029996,0,0,
proechimys trinitatis,0,0,1,0,0,0,
proedromys bedfordi,0,1,0,0,0,0,
proedromys liangshanensis,0,0,1,0.301029996,0,0,
prolagus sardus,1,,0,0,0,0,
prolemur simus,1,1,0,1.079181246,0.30103,0.30103,
prometheomys schaposchnikowi,0,1,0,0.301029996,0,0,
promops centralis,0,0,0,0,0,0,
promops davisoni,0,0,1,0,0,0,
promops nasutus,0,0,0,0.301029996,0,0,
pronolagus crassicaudatus,0,1,0,0.301029996,0,0,
pronolagus randensis,0,1,0,0,0,0,
pronolagus rupestris,0,0,0,0.954242509,0,0,
pronolagus saundersiae,0,0,0,0,0,0,
propithecus candidus,1,1,0,0.301029996,0,0,
propithecus coquereli,1,1,0,1.531478917,0.30103,0.30103,
propithecus coronatus,1,1,0,0.477121255,0,0,
propithecus deckenii,1,1,0,0,0,0,
propithecus diadema,1,1,0,1.591064607,0.30103,0.30103,
propithecus edwardsi,1,1,0,1.176091259,0,0,
propithecus perrieri,1,1,0,0.301029996,0,0,
propithecus tattersalli,1,1,0,1.255272505,0,0,
propithecus verreauxi,1,1,0,2,0.30103,0.30103,
prosciurillus abstrusus,0,0,1,0,0,0,
prosciurillus alstoni,0,0,0,0,0,0,
prosciurillus leucomus,0,0,0,0,0,0,
prosciurillus murinus,0,0,0,0.301029996,0,0,
prosciurillus rosenbergii,0,0,0,0,0,0,
prosciurillus topapuensis,0,0,0,0,0,0,
prosciurillus weberi,1,0,0,0,0,0,
proteles cristata,0,0,0,0.602059991,0.30103,0.30103,
protochromys fellowsi,0,0,0,0,0,0,
protoxerus aubinnii,0,0,0,0,0,0,
protoxerus stangeri,0,0,0,0,0,0,
psammomys obesus,0,0,0,2.666517981,0,0,
psammomys vexillaris,0,0,1,0.477121255,0,0,
pseudantechinus bilarni,0,1,0,0,0,0,
pseudantechinus macdonnellensis,0,0,0,0.477121255,0,0,
pseudantechinus mimulus,0,1,0,0,0,0,
pseudantechinus ningbing,0,0,0,0,0,0,
pseudantechinus roryi,0,0,0,0,0,0,
pseudantechinus woolleyae,0,0,0,0,0,0,
pseudoberylmys muongbangensis,0,0,1,0,0,0,
pseudocheirus occidentalis,1,1,0,0.477121255,0,0,
pseudocheirus peregrinus,0,0,0,1.681241237,0.30103,0.30103,
pseudochirops albertisii,0,1,0,0,0,0,
pseudochirops archeri,0,1,0,0.698970004,0,0,
pseudochirops corinnae,0,1,0,0,0,0,
pseudochirops coronatus,0,1,0,0,0,0,
pseudochirops cupreus,0,0,0,0.301029996,0,0,
pseudochirulus canescens,0,1,0,0,0,0,
pseudochirulus caroli,0,0,0,0.301029996,0,0,
pseudochirulus cinereus,0,1,0,0,0,0,
pseudochirulus forbesi,0,0,0,0.301029996,0,0,
pseudochirulus herbertensis,0,0,0,0,0,0,
pseudochirulus larvatus,0,1,0,0,0,0,
pseudochirulus mayeri,0,1,0,0.301029996,0,0,
pseudochirulus schlegeli,0,1,0,0,0,0,
pseudohydromys berniceae,0,0,0,0,0,0,
pseudohydromys carlae,0,0,1,0,0,0,
pseudohydromys eleanorae,0,0,1,0,0,0,
pseudohydromys ellermani,0,0,0,0,0,0,
pseudohydromys fuscus,0,0,0,0,0,0,
pseudohydromys germani,0,0,1,0,0,0,
pseudohydromys murinus,0,0,0,0,0,0,
pseudohydromys musseri,0,0,1,0,0,0,
pseudohydromys occidentalis,0,0,1,0,0,0,
pseudohydromys patriciae,0,0,1,0,0,0,
pseudohydromys pumehanae,0,0,1,0,0,0,
pseudohydromys sandrae,0,0,1,0,0,0,
pseudois nayaur,0,0,0,1.662757832,0.30103,0.30103,
pseudomys albocinereus,0,0,0,0.602059991,0,0,
pseudomys apodemoides,0,0,0,0,0,0,
pseudomys auritus,1,,0,0,0,0,
pseudomys australis,0,1,0,1.431363764,0,0,
pseudomys bolami,0,0,0,0,0,0,
pseudomys calabyi,0,1,0,0,0,0,
pseudomys chapmani,0,0,0,0.477121255,0,0,
pseudomys delicatulus,0,0,0,0.477121255,0,0,
pseudomys desertor,0,1,0,0.301029996,0,0,
pseudomys fieldi,0,0,0,0.602059991,0,0,
pseudomys fumeus,0,1,0,0.301029996,0,0,
pseudomys glaucus,1,,0,0,0,0,
pseudomys gouldii,1,,0,0.301029996,0,0,
pseudomys gracilicaudatus,0,1,0,0.602059991,0,0,
pseudomys hermannsburgensis,0,0,0,0.602059991,0,0,
pseudomys higginsi,0,0,0,0.301029996,0,0,
pseudomys johnsoni,0,0,0,0,0,0,
pseudomys nanus,0,1,0,0.477121255,0,0,
pseudomys novaehollandiae,0,1,0,0.301029996,0.30103,0.30103,
pseudomys occidentalis,0,1,0,0,0,0,
pseudomys oralis,0,1,0,0.301029996,0,0,
pseudomys patrius,0,0,0,0,0,0,
pseudomys pilligaensis,0,1,1,0,0,0,
pseudomys shortridgei,0,1,0,0,0,0,
pseudorca crassidens,0,0,0,1.949390007,0.30103,0,
pseudoryx nghetinhensis,1,1,0,1.041392685,0,0,
pseudoryzomys simplex,0,0,0,0.477121255,0,0,
ptenochirus jagori,0,0,0,0.602059991,0,0,
ptenochirus minor,0,0,0,0,0,0,
pteralopex anceps,1,1,0,0,0,0,
pteralopex atrata,1,1,0,0,0,0,
pteralopex flanneryi,1,1,0,0,0,0,
pteralopex pulchra,1,1,0,0,0,0,
pteralopex taki,0,1,0,0,0,0,
pteromys momonga,0,0,0,0.477121255,0,0,
pteromys volans,0,1,0,1.342422681,0,0,
pteromyscus pulverulentus,1,1,0,0,0,0,
pteronotus davyi,0,0,0,0.698970004,0.90309,0.84509804,
pteronotus gymnonotus,0,0,0,0.477121255,0,0,
pteronotus macleayii,0,0,0,0.477121255,0,0,
pteronotus mesoamericanus,0,0,0,0.602059991,0,0,
pteronotus paraguanensis,1,1,0,0,0,0,
pteronotus parnellii,0,0,0,2.161368002,0.30103,0.90309,
pteronotus personatus,0,0,0,1.041392685,0,0,
pteronotus quadridens,0,0,0,0.903089987,0,0,
pteronotus rubiginosus,0,0,0,0.477121255,0,0,
pteronura brasiliensis,1,1,0,1.397940009,0,0,
pteropus admiralitatum,0,0,0,0,0.30103,0.30103,
pteropus aldabrensis,1,0,0,0,0,0,
pteropus alecto,0,0,0,1.934498451,1.146128,1.146128,
pteropus allenorum,1,,0,0,0,0,
pteropus anetianus,0,1,0,0,0,0,
pteropus aruensis,1,0,0,0,0,0,
pteropus brunneus,1,,0,0,0,0,
pteropus caniceps,0,1,0,0,0,0,
pteropus capistratus,0,1,0,0,0.30103,0.30103,
pteropus chrysoproctus,0,1,0,0,0,0,
pteropus cognatus,0,1,0,0,0,0,
pteropus conspicillatus,1,1,0,1.278753601,0.60206,0.60206,
pteropus coxi,1,,0,0,0,0,
pteropus dasymallus,0,1,0,0.954242509,0.30103,0,
pteropus faunulus,1,1,0,0,0,0,
pteropus fundatus,1,0,0,0,0,0,
pteropus giganteus,0,1,0,1.792391689,1.20412,0.95542425,
pteropus gilliardorum,0,0,0,0,0,0,
pteropus griseus,0,1,0,0,0,0,
pteropus howensis,1,1,0,0,0,0,
pteropus hypomelanus,0,1,0,1.568201724,0.84509804,0.84509804,
pteropus intermedius,0,0,1,0,0,0,
pteropus keyensis,0,0,1,0,0,0,
pteropus livingstonii,1,1,0,1,0,0,
pteropus lombocensis,0,0,1,0,0,0,
pteropus loochoensis,0,0,1,0,0,0,
pteropus lylei,0,1,0,1.301029996,0.7781513,0.4771213,
pteropus macrotis,0,0,0,0.301029996,0,0,
pteropus mahaganus,0,1,0,0,0,0,
pteropus mariannus,1,1,0,0.602059991,0,0,
pteropus melanopogon,1,1,0,0,0,0,
pteropus melanotus,0,1,0,0.477121255,0,0,
pteropus molossinus,1,0,0,0,0,0,
pteropus neohibernicus,0,0,0,0.301029996,0.4771213,0.4771213,
pteropus niger,1,1,0,0.477121255,0,0,
pteropus nitendiensis,1,1,0,0,0,0,
pteropus ocularis,0,1,0,0,0,0,
pteropus ornatus,0,1,0,0.301029996,0,0,
pteropus pelagicus,1,1,0,0.301029996,0,0,
pteropus pelewensis,0,0,0,0,0,0,
pteropus personatus,0,0,0,0,0,0,
pteropus pilosus,1,,0,0,0,0,
pteropus pohlei,0,1,0,0,0,0,
pteropus poliocephalus,0,1,0,1.832508913,0.30103,0.90309,
pteropus pselaphon,1,0,0,0.698970004,0,0,
pteropus pumilus,0,1,0,1.041392685,0.30103,0.30103,
pteropus rayneri,0,1,0,0,0.30103,0.30103,
pteropus rennelli,1,1,0,0,0,0,
pteropus rodricensis,1,0,0,0.903089987,0.30103,0.30103,
pteropus rufus,0,1,0,1.204119983,0.7781513,0.7781513,
pteropus samoensis,0,1,0,0.301029996,0,0,
pteropus scapulatus,0,0,0,1.380211242,1.041393,0.30103,
pteropus seychellensis,0,0,0,0.477121255,0,0,
pteropus speciosus,0,0,1,0,0,0,
pteropus subniger,1,,0,0,0,0,
pteropus temminckii,0,1,0,0,0,0,
pteropus tokudae,1,,0,0.301029996,0,0,
pteropus tonganus,0,1,0,0.477121255,1.278736,0.30103,
pteropus tuberculatus,1,1,0,0,0,0,
pteropus ualanus,1,0,0,0,0,0,
pteropus vampyrus,0,1,0,1.73239376,0.7781513,0.60206,
pteropus vetulus,0,1,0,0,0,0,
pteropus voeltzkowi,0,0,0,0,0,0,
pteropus woodfordi,0,1,0,0,0,0,
ptilocercus lowii,0,1,0,1.146128036,0,0,
pudu mephistophiles,0,1,1,0.477121255,0,0,
pudu puda,0,1,0,1.447158031,0.4771213,0.30103,
puma concolor,0,1,0,2.523746467,1.255273,0.95542425,
punomys kofordi,0,0,0,0,0,0,
punomys lemminus,0,0,0,0,0,0,
pusa caspica,1,0,0,1.113943352,0.60206,0.60206,
pusa hispida,0,0,0,1.982271233,0.7781513,0.30103,
pusa sibirica,0,0,0,1.643452676,0.69897,0.4771213,
pygathrix cinerea,1,1,0,0.602059991,0,0,
pygathrix nemaeus,1,1,0,1.361727836,0.30103,0.30103,
pygathrix nigripes,1,1,0,0.477121255,0,0,
pygeretmus platyurus,0,0,0,0.301029996,0,0,
pygeretmus pumilio,0,0,0,0,0,0,
pygeretmus zhitkovi,0,0,0,0,0,0,
pygoderma bilabiatum,0,0,0,0.301029996,0,0,
rangifer tarandus,0,1,0,2.880241776,1.255273,0.95542425,
raphicerus campestris,0,0,0,1.113943352,0.30103,0.30103,
raphicerus melanotis,0,0,0,0.698970004,0,0,
raphicerus sharpei,0,0,0,0,0.30103,0.30103,
rattus adustus,0,1,1,0,0,0,
rattus andamanensis,0,0,0,0.77815125,0.4771213,0,
rattus annandalei,0,1,0,0.602059991,0,0,
rattus arfakiensis,0,0,1,0,0,0,
rattus argentiventer,0,0,0,1.361727836,0.69897,0.4771213,
rattus arrogans,0,0,0,0,0,0,
rattus baluensis,0,0,0,0,0,0,
rattus blangorum,0,0,1,0,0,0,
rattus bontanus,0,0,1,0,0,0,
rattus burrus,1,1,0,0,0,0,
rattus colletti,0,0,0,0.602059991,0,0,
rattus detentus,0,0,1,0,0,0,
rattus elaphinus,0,1,0,0,0,0,
rattus enganus,0,1,1,0,0,0,
rattus everetti,0,0,0,0.602059991,0,0,
rattus exulans,0,0,0,1.886490725,0.95542425,0.7781513,
rattus feliceus,0,1,0,0,0,0,
rattus fuscipes,0,0,0,1.591064607,0.30103,0,
rattus giluwensis,0,0,0,0,0,0,
rattus hainaldi,1,1,0,0,0,0,
rattus hoffmanni,0,0,0,0.477121255,0,0,
rattus hoogerwerfi,0,1,0,0,0,0,
rattus jobiensis,0,0,0,0,0,0,
rattus koopmani,0,0,1,0,0,0,
rattus korinchi,0,0,1,0.301029996,0,0,
rattus leucopus,0,0,0,0.698970004,0.30103,0,
rattus losea,0,0,0,1.681241237,0.84509804,0.7781513,
rattus lugens,0,1,0,0,0,0,
rattus lutreolus,0,1,0,0.903089987,0.30103,0.30103,
rattus macleari,1,,0,0.301029996,0,0,
rattus marmosurus,0,1,0,0,0,0,
rattus mindorensis,0,0,0,0,0,0,
rattus mollicomulus,0,0,0,0,0,0,
rattus montanus,1,0,0,0,0,0,
rattus mordax,0,0,0,0,0,0,
rattus morotaiensis,0,0,0,0,0,0,
rattus nativitatis,1,,0,0,0,0,
rattus nikenii,0,0,0,0,0,0,
rattus niobe,0,0,0,0.477121255,0,0,
rattus nitidus,0,0,0,1,0.4771213,0.4771213,
rattus norvegicus,0,0,0,3.556302501,1.838849,1.591065,
rattus novaeguineae,0,0,0,0,0,0,
rattus omichlodes,0,0,1,0,0,0,
rattus osgoodi,0,0,0,0,0,0,
rattus palmarum,0,0,0,0,0,0,
rattus pelurus,0,0,1,0,0,0,
rattus pococki,0,0,0,0,0,0,
rattus praetor,0,0,0,0.477121255,0,0,
rattus pyctoris,0,0,0,0.301029996,0.30103,0.30103,
rattus ranjiniae,1,1,0,0,0,0,
rattus rattus,0,0,0,3.022840611,1.70757,1.568202,
rattus richardsoni,0,1,0,0,0,0,
rattus salocco,0,0,1,0,0,0,
rattus satarae,0,1,0,0.301029996,0,0,
rattus simalurensis,1,1,0,0,0,0,
rattus sordidus,0,0,0,0.477121255,0.30103,0.30103,
rattus steini,0,0,0,0,0,0,
rattus stoicus,0,0,0,0,0,0,
rattus tanezumi,0,0,0,1.886490725,1.146128,0.7781513,
rattus tawitawiensis,0,0,1,0,0,0,
rattus timorensis,0,0,1,0.301029996,0,0,
rattus tiomanicus,0,0,0,1.361727836,0.60206,0.30103,
rattus tunneyi,0,0,0,0.477121255,0,0,
rattus vandeuseni,1,1,0,0,0,0,
rattus verecundus,0,0,0,0,0,0,
rattus villosissimus,0,0,0,0.84509804,0,0,
rattus xanthurus,0,1,0,0.698970004,0,0,
ratufa affinis,0,1,0,0.301029996,0,0,
ratufa bicolor,0,1,0,0.698970004,0.30103,0,
ratufa indica,0,1,0,0.477121255,0,0,
ratufa macroura,0,1,0,0.602059991,0,0,
redunca arundinum,0,0,0,1,1.041393,0.60206,
redunca fulvorufula,1,1,0,1.113943352,0.4771213,0.30103,
redunca redunca,0,1,0,1,0.30103,0.30103,
reithrodon auritus,0,0,0,0.301029996,0,0,
reithrodon typicus,0,0,0,0.301029996,0,0,
reithrodontomys bakeri,1,1,0,0,0,0,
reithrodontomys brevirostris,0,0,0,0,0,0,
reithrodontomys burti,0,0,1,0,0,0,
reithrodontomys chrysopsis,0,0,0,0,0,0,
reithrodontomys creper,0,0,0,0.602059991,0,0,
reithrodontomys darienensis,0,0,0,0,0,0,
reithrodontomys fulvescens,0,0,0,1.041392685,0.4771213,0.4771213,
reithrodontomys gracilis,0,0,0,0.301029996,0,0,
reithrodontomys hirsutus,0,1,0,0,0,0,
reithrodontomys humulis,0,0,0,0.602059991,0,0,
reithrodontomys megalotis,0,0,0,1.643452676,0.7781513,0.69897,
reithrodontomys mexicanus,0,0,0,0.602059991,0,0,
reithrodontomys microdon,0,1,0,0,0,0,
reithrodontomys montanus,0,0,0,0.477121255,0,0,
reithrodontomys musseri,0,0,1,0,0,0,
reithrodontomys paradoxus,0,0,1,0,0,0,
reithrodontomys raviventris,1,1,0,0.698970004,0,0,
reithrodontomys rodriguezi,0,0,0,0,0,0,
reithrodontomys spectabilis,1,1,0,0.301029996,0,0,
reithrodontomys sumichrasti,0,0,0,0.84509804,0.30103,0,
reithrodontomys tenuirostris,1,1,0,0,0,0,
reithrodontomys zacatecae,0,0,0,0,0,0,
rhabdomys bechuanae,0,0,0,0.301029996,0,0,
rhabdomys dilectus,0,0,0,1.230448921,0.30103,0.30103,
rhabdomys intermedius,0,0,0,0.301029996,0,0,
rhabdomys pumilio,0,0,0,2,0.69897,0.60206,
rhagomys longilingua,0,0,0,0,0,0,
rhagomys rufescens,0,1,0,0.301029996,0,0,
rheithrosciurus macrotis,0,1,0,0.301029996,0,0,
rheomys mexicanus,1,0,0,0,0,0,
rheomys raptor,0,0,0,0.301029996,0,0,
rheomys thomasi,0,0,0,0,0,0,
rheomys underwoodi,0,0,0,0,0,0,
rhinoceros sondaicus,1,0,0,0.77815125,0,0,
rhinoceros unicornis,0,0,0,1.968482949,0.4771213,0.30103,
rhinolophus acuminatus,0,0,0,0.602059991,0,0,
rhinolophus adami,0,0,1,0,0,0,
rhinolophus affinis,0,0,0,1.477121255,1.1139434,0.84509804,
rhinolophus alcyone,0,0,0,0.301029996,0.60206,0.4771213,
rhinolophus arcuatus,0,0,0,0.301029996,0,0,
rhinolophus beddomei,0,0,0,0.301029996,0,0,
rhinolophus belligerator,1,0,0,0,0,0,
rhinolophus blasii,0,1,0,0.698970004,0.69897,0.4771213,
rhinolophus bocharicus,0,0,0,0,0,0,
rhinolophus borneensis,0,0,0,0,0,0,
rhinolophus canuti,0,1,0,0,0,0,
rhinolophus capensis,0,0,0,1.041392685,0,0,
rhinolophus celebensis,0,0,0,0,0,0,
rhinolophus chiewkweeae,0,0,1,0.301029996,0,0,
rhinolophus clivosus,0,0,0,0.903089987,0.30103,0.30103,
rhinolophus coelophyllus,0,0,0,0,0.30103,0,
rhinolophus cognatus,1,1,0,0,0,0,
rhinolophus cohenae,0,1,0,0,0,0,
rhinolophus convexus,0,0,1,0,0,0,
rhinolophus creaghi,0,1,0,0,0,0,
rhinolophus damarensis,0,0,0,0.301029996,0,0,
rhinolophus darlingi,0,0,0,0.301029996,0,0,
rhinolophus deckenii,0,1,0,0,0,0,
rhinolophus denti,0,0,0,0,0,0,
rhinolophus eloquens,0,0,0,0,0.4771213,0.30103,
rhinolophus euryale,0,1,0,1.041392685,0.69897,0.4771213,
rhinolophus euryotis,0,0,0,0,0,0,
rhinolophus ferrumequinum,0,1,0,2.1430148,1.361728,0.95542425,
rhinolophus formosae,0,1,0,0.477121255,0,0,
rhinolophus fumigatus,0,0,0,0,0,0,
rhinolophus guineensis,1,1,0,0,0,0,
rhinolophus hildebrandtii,0,0,0,0.602059991,0.30103,0,
rhinolophus hilli,1,1,0,0,0,0,
rhinolophus hillorum,0,1,0,0,0,0,
rhinolophus hipposideros,0,1,0,1.544068044,0.69897,0.4771213,
rhinolophus huananus,0,0,0,0.301029996,0,0,
rhinolophus indorouxii,0,0,1,0,0,0,
rhinolophus inops,0,0,0,0.602059991,0,0,
rhinolophus kahuzi,1,1,0,0,0,0,
rhinolophus keyensis,0,0,1,0,0,0,
rhinolophus landeri,0,0,0,0.477121255,0.30103,0,
rhinolophus lepidus,0,0,0,0.698970004,0.30103,0,
rhinolophus luctus,0,0,0,0.477121255,0.4771213,0.30103,
rhinolophus mabuensis,1,0,0,0,0,0,
rhinolophus maclaudi,1,1,0,0,0,0,
rhinolophus macrotis,0,0,0,0.84509804,0.69897,0.4771213,
rhinolophus madurensis,0,1,0,0,0,0,
rhinolophus maendeleo,0,0,1,0,0,0,
rhinolophus malayanus,0,0,0,0.477121255,0,0,
rhinolophus marshalli,0,0,0,0,0,0,
rhinolophus mcintyrei,0,0,1,0,0,0,
rhinolophus megaphyllus,0,0,0,0.301029996,0,0,
rhinolophus mehelyi,0,1,0,0.84509804,0.30103,0.30103,
rhinolophus microglobosus,0,0,0,0,0,0,
rhinolophus mitratus,0,0,1,0,0,0,
rhinolophus montanus,1,0,0,0,0,0,
rhinolophus mossambicus,0,1,0,0,0,0,
rhinolophus nereis,0,0,1,0,0,0,
rhinolophus osgoodi,0,0,0,0,0,0,
rhinolophus paradoxolophus,0,0,0,0,0,0,
rhinolophus pearsonii,0,0,0,0,0.84509804,0.60206,
rhinolophus perditus,1,1,0,0.301029996,0,0,
rhinolophus philippinensis,0,0,0,0.602059991,0,0,
rhinolophus proconsulis,1,0,0,0,0,0,
rhinolophus pusillus,0,0,0,1.278753601,1.079181,0.84509804,
rhinolophus rex,1,1,0,0.301029996,0.4771213,0.30103,
rhinolophus robinsoni,0,1,0,0,0,0,
rhinolophus rouxii,0,0,0,0.477121255,0.60206,0.4771213,
rhinolophus rufus,0,1,0,0,0,0,
rhinolophus ruwenzorii,1,1,0,0,0,0,
rhinolophus sakejiensis,0,0,1,0,0,0,
rhinolophus schnitzleri,0,0,1,0,0,0,
rhinolophus sedulus,0,1,0,0.301029996,0,0,
rhinolophus shameli,0,0,0,0.477121255,0.30103,0,
rhinolophus shortridgei,0,0,1,0,0,0,
rhinolophus siamensis,0,0,0,0,0,0,
rhinolophus silvestris,0,1,1,0,0,0,
rhinolophus simulator,0,1,0,0.477121255,0.30103,0.30103,
rhinolophus sinicus,0,0,0,1.643452676,1.1139434,0.69897,
rhinolophus smithersi,0,0,0,0,0,0,
rhinolophus stheno,0,0,0,0,0,0,
rhinolophus subbadius,0,1,0,0,0,0,
rhinolophus subrufus,0,0,1,0.301029996,0,0,
rhinolophus swinnyi,0,0,0,0.477121255,0,0,
rhinolophus tatar,0,0,0,0,0,0,
rhinolophus thomasi,0,0,0,0.477121255,0.4771213,0.30103,
rhinolophus trifoliatus,0,1,0,0,0,0,
rhinolophus virgo,0,0,0,0.301029996,0,0,
rhinolophus willardi,1,1,0,0,0,0,
rhinolophus xinanzhongguoensis,0,1,0,0,0,0,
rhinolophus yunanensis,0,0,0,0,0,0,
rhinolophus ziama,1,1,0,0,0,0,
rhinonicteris aurantia,0,0,0,0.301029996,0,0,
rhinophylla alethina,0,0,0,0,0,0,
rhinophylla fischerae,0,0,0,0,0,0,
rhinophylla pumilio,0,0,0,0.698970004,0.30103,0.30103,
rhinopithecus avunculus,1,1,0,0.77815125,0,0,
rhinopithecus bieti,1,0,0,1.919078092,0,0,
rhinopithecus brelichi,1,1,0,1.204119983,0,0,
rhinopithecus roxellana,1,1,0,2.149219113,0.60206,0.4771213,
rhinopithecus strykeri,1,1,0,1,0,0,
rhinopoma cystops,0,0,0,0,0,0,
rhinopoma hadramauticum,1,0,0,0,0,0,
rhinopoma hardwickii,0,0,0,0.77815125,0.60206,0.4771213,
rhinopoma macinnesi,0,0,1,0,0,0,
rhinopoma microphyllum,0,0,0,0.903089987,0,0,
rhinopoma muscatellum,0,0,0,0.477121255,0,0,
rhinosciurus laticaudatus,0,1,0,0.301029996,0.30103,0,
rhipidomys albujai,0,0,1,0,0,0,
rhipidomys austrinus,0,0,0,0,0,0,
rhipidomys cariri,0,0,1,0,0,0,
rhipidomys caucensis,0,0,1,0,0,0,
rhipidomys couesi,0,0,0,0,0,0,
rhipidomys emiliae,0,0,0,0,0,0,
rhipidomys fulviventer,0,0,0,0,0,0,
rhipidomys gardneri,0,0,0,0,0,0,
rhipidomys ipukensis,0,0,1,0,0,0,
rhipidomys itoan,0,0,0,0,0,0,
rhipidomys latimanus,0,1,0,0,0,0,
rhipidomys leucodactylus,0,0,0,0.301029996,0,0,
rhipidomys macconnelli,0,0,0,0,0,0,
rhipidomys macrurus,0,0,0,0.477121255,0,0,
rhipidomys mastacalis,0,0,0,0.477121255,0,0,
rhipidomys modicus,0,1,0,0,0,0,
rhipidomys nitela,0,0,0,0,0,0,
rhipidomys ochrogaster,0,0,1,0,0,0,
rhipidomys tribei,0,0,1,0,0,0,
rhipidomys venezuelae,0,0,0,0,0,0,
rhipidomys venustus,0,0,0,0,0,0,
rhipidomys wetzeli,0,0,0,0,0,0,
rhizomys pruinosus,0,0,0,1,0.69897,0,
rhizomys sinensis,0,0,0,1.230448921,0,0,
rhizomys sumatrensis,0,0,0,0.602059991,0,0,
rhogeessa aeneus,0,0,0,0.301029996,0,0,
rhogeessa bickhami,0,0,0,0,0,0,
rhogeessa genowaysi,1,1,0,0,0,0,
rhogeessa hussoni,0,0,1,0,0,0,
rhogeessa io,0,0,0,0.301029996,0,0,
rhogeessa menchuae,0,0,1,0,0,0,
rhogeessa minutilla,0,1,0,0,0,0,
rhogeessa mira,0,0,0,0,0,0,
rhogeessa parvula,0,0,0,0.301029996,0.30103,0,
rhogeessa tumida,0,0,0,0.477121255,0.30103,0.30103,
rhogeessa velilla,0,0,1,0,0,0,
rhombomys opimus,0,0,0,2.206825876,0.84509804,0.7781513,
rhynchocyon chrysopygus,1,1,0,0.602059991,0,0,
rhynchocyon cirnei,0,1,0,0.301029996,0,0,
rhynchocyon petersi,0,1,0,0.301029996,0,0,
rhynchocyon udzungwensis,0,0,0,0.477121255,0,0,
rhynchogale melleri,0,0,0,0.301029996,0,0,
rhyncholestes raphanurus,0,1,0,0.301029996,0,0,
rhynchomeles prattorum,1,0,0,0,0,0,
rhynchomys banahao,0,0,0,0,0,0,
rhynchomys isarogensis,0,0,0,0,0,0,
rhynchomys soricoides,0,1,0,0,0,0,
rhynchomys tapulao,0,0,1,0,0,0,
rhynchonycteris naso,0,0,0,0.77815125,0.30103,0.30103,
rhyneptesicus nasutus,0,0,0,0,0,0,
romerolagus diazi,1,1,0,1.230448921,0,0,
rousettus aegyptiacus,0,0,0,2.315970345,1.30103,1.146128,
rousettus amplexicaudatus,0,0,0,1.041392685,0.69897,0.4771213,
rousettus celebensis,0,1,0,0,0,0,
rousettus lanosus,0,1,0,0.477121255,0,0,
rousettus leschenaultii,0,0,0,1.431363764,1.380211,1.146128,
rousettus linduensis,0,0,1,0,0,0,
rousettus madagascariensis,0,1,0,1,0.30103,0.30103,
rousettus obliviosus,0,0,0,0,0,0,
rousettus spinalatus,0,1,0,0,0,0,
rubrisciurus rubriventer,0,1,0,0.301029996,0,0,
rucervus duvaucelii,0,1,0,0.698970004,0.69897,0.4771213,
rucervus eldii,1,1,0,0.954242509,0,0,
